channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
Southern Belle Tarot,UCwtNSibASmRfVzZJqV5OLiQ,1694657506.0,Taylor Swift and Travis Kelce Tarot Reading,"I offer pre-recorded and phone call readings 🎀

If you want to book a pre-recorded reading you can book through this link:  https://calendly.com/southernbelletarot1111

For phone call readings email me at the email address below: 
southernbelletarot1111@gmail.com

I accept CashApp and PayPal 
________________________________
SCAMMER WARNING‼️
 I will NEVER initiate contact with you to schedule a reading do not get scammed by these people who are pretending to be Tarot Readers!!! 

DISCLAIMER‼️
All tarot readings given by Southern Belle Tarot (SBT) are for entertainment purposes only, and no guarantee can be given as to the accuracy of a reading. Tarot reading is subject to interpretation, and anything stated during this reading should not be taken as absolutely true. A tarot reading/reader is never 100% accurate.  

Southern Belle Tarot also does not condone bullying or harassment of any kind and you agree not to bully or harass any individual mentioned in this reading based upon the findings again tarot is never 100% accurate and should not be taken as the absolute truth.  

A tarot reading does not replace professional medical/legal/business opinion and advice. It will not force you to follow a particular course of action or attempt to exert any form of control over your free-will and common sense. The contents of a tarot reading are not legally binding. Any decisions made, or actions taken by you as a result of this tarot reading are your sole responsibility and have not been forced upon you, by Southern Belle Tarot. Southern Belle Tarot assumes no legal liability for any damages, losses, or other consequences of any client/reader decisions, subsequent to, or based on, my tarot readings. Please use your own common sense and judgment at all times.  

Southern Belle Tarot will not be held liable if the future depicted in the tarot card reading has not come to pass, or if it has. The future is ever changing, a single action can shift everything that could occur so readings are only a glimpse at a current future that could change at any moment; because of this any number of futures exist and Southern Belle Tarot cannot be held accountable if the one depicted at the time of this reading did not come to pass.",22,3043,19,89,,https://i.ytimg.com/vi/t6JXb_zZxDw/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 02:11:46
The Sportsocracy,UCs3G9SPhbM2Co_SLpU9EMhw,1694665802.0,Chiefs Travis Kelce & Taylor Swift: New BFFs? | Chiefs TE and Pop Star 'Hanging Out'!,"Rumor has it that Chiefs TE Travis Kelce and pop sensation Taylor Swift have been spending some time together. Tune in to get the scoop on this unexpected pairing, their recent hangouts, and what it could mean for the future. Don't forget to like, share, and subscribe for more celebrity news updates!

Join in every weekday LIVE @TheSportsocracy 3 PM and get involved in the comment section! 

Become a producer of the show, get special access to extra content, contests, and more at patreon.com/thesportsocracy 

Our Official Website www.thesportsocracy.com 
Connect with us on Social Media 
INSTAGRAM https://www.instagram.com/thesportsocracy
TWITTER https://twitter.com/TheSportsocracy​ 
FACEBOOK https://www.facebook.com/thesportsocr​acy
YOUTUBE https://www.youtube.com/channel/TheSp​ortsocracy

The Democratic Republic of Sports! The first ever live web show created and hosted by fans with only the topics they are interested in. Live every weekday from 3-6 PM with ESPN Radio Asheville hosts Tank Spencer and Jeremy Greene.

 #sports​ #sportsnews​​ #firsttake​ #notpoliticallycorrect​ #NFL​ #NBA​ #MLB​ #PGA​ #NCAA​ #talkshow​ #ESPN​ #espnAVL​ #sportocracy​ #thesportsocracy​ #contests​ #prize​ #mailday​ #giveaway​ #swagforfans

Join this channel to get access to perks:
https://www.youtube.com/channel/UCs3G9SPhbM2Co_SLpU9EMhw/join",17,2863,4,59,,https://i.ytimg.com/vi/7mj5Abd3vsw/hqdefault.jpg,taylor swift travis kelce|travis kelce|kansas city chiefs|jason kelce|new heights|chiefs|shorts|taylor swift|travis kelce podcast|nfl|football|travis kelce and taylor swift|taylor swift and travis kelce|travis kelce taylor swift,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 04:30:02
Playing Telephone ,UC27jPlipqUnrQKubS5WaEPA,1694661580.0,Travis Kelce and Taylor Swift are both 1989 babies...feels like an easter egg,#shortsvideo #shortsfeed #shorts #podcast #popculture #traviskelce #taylorswift #1989 #nfl #kcchiefs #tswift #hangingout,22,1489,2,40,,https://i.ytimg.com/vi/gyj4l2CSMik/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 03:19:40
Tristin Talledaga,UCMm4nqw0e9EfDGczWIaZWfg,1694670516.0,Taylor Swift and Travis Kelce are dating #taylorswift #traviskelce #taylorsversion #kansascity,,22,1189,0,16,,https://i.ytimg.com/vi/mOlDg9y4foY/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 05:48:36
Ryan Smetzer,UCLoGMiSC3joF6ZsQKRa5R_w,1694662034.0,"Taylor Swift and Travis Kelce ""Quietly Hanging Out""",,24,875,1,15,,https://i.ytimg.com/vi/C_AYuEDa6Qk/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 03:27:14
Ryan Smetzer,UCmc1VrAF92iw_m3TbEUm7Ng,1694661985.0,"Taylor Swift and Travis Kelce ""Quietly Hanging Out"" #taylorswift #traviskelce #swifties",,24,568,1,10,,https://i.ytimg.com/vi/AfXLFYgBXy8/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 03:26:25
Must Know News Now,UCTSUzLtJmofV3-xpqBp8CIQ,1694673804.0,Taylor Swift dating Travis Kelce OMG!,"Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.

Must Know News Now
@mustknownewsnow
Follow on Youtube, IG, TikTok and Facebook

Email: mustknownewsnow@gmail.com",24,436,0,9,,https://i.ytimg.com/vi/w5I7vvI3VHQ/hqdefault.jpg,Taylor Swift dating Travis Kelce OMG!|Taylor Swift|Travis Kelce,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 06:43:24
At The Buzzer,UCcj19HythncgLRF5OGePUcg,1694594373.0,Travis Kelce breaks up with Taylor Swift.￼,,22,347,0,6,,https://i.ytimg.com/vi/JQpOYmm66EY/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 08:39:33
Top HASANABI Moments,UCe9Qy0KAv0sOUYzf7lmgf6w,1694601300.0,Taylor Swift is reportedly ‘hanging out’ with NFL star Travis Kelce | Hasan Piker Reacts,"#hasan #hasanabi #hasanpiker
Hansan's Official Links:
►Twitch: https://www.twitch.tv/hasanabi
►Twitter: https://twitter.com/hasanthehun
►Youtube: https://www.youtube.com/channel/UCtoaZpBnrd0lhycxYJ4MNOQ
►Instagram: https://www.instagram.com/hasandpiker

Contact mail: fdgfdgfdg776@protonmail.com",20,337,0,3,,https://i.ytimg.com/vi/9N0kQjDGJts/hqdefault.jpg,hasan|hasanabi|daily dose of hasanabi|justanotherhasanclipchannel|hasanabi clips|hasanabi moments|Hasan Piker|twitch streamer|politic|hasanabi reacts|hasan piker|HasanAbi|hasanabi highlights|twitch|best of hasanabi|hasanabi productions|hasMods|hasan reactions|hasanabi vods|politics|news|commentary|react|reaction|reacting|sigma|hasanabi sigma|sigma males|alpha males|beta males|hasanabi sigma males,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 10:35:00
Meech News,UC-yfBektQOhdkCS6mGa9BVQ,1694619287.0,"According to reports, Travis Kelce, an NFL player, and Taylor Swift are 'Hanging Out'","'Hanging out' With NFL Star Travis Kelce, According to Taylor Swift",24,266,0,6,,https://i.ytimg.com/vi/72VSARAHEvo/hqdefault.jpg,travis kelce|taylor swift|taylor swift and travis kelce|travis kelce taylor swift|travis kelce and taylor swift|taylor swift eras tour|travis kelce podcast|new heights with travis and jason kelce|taylor swift travis kelce|travis kelce taylor swift concert|jason kelce|taylor swift travis kelce dating|travis kelce taylor swift friendship bracelet|taylor swift travis kelce friendship bracelet|travis kelce chiefs|travis kelce highlights|taylor swift travis,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 15:34:47
Talkthechat,UClNWnTUO3o_A_67fVt_iUdA,1694638810.0,TAYLOR SWIFT REPORTEDLY SEEING NFL STAR TRAVIS KELCE  #celebrity #music #life,@Talkthechat,22,175,0,2,,https://i.ytimg.com/vi/AlUK4aBjMdw/hqdefault.jpg,#ArianaGrande|#EthanSlater|#boyfriend|#partner|#dating|#relationship|#couple|#romance|#love|#intimate|#live|#together|#cohabitate|#apartment|#condo|#rent|#NYC|#NewYorkCity|#movein|#roommate|#nextstep|#milestone|#serious|#future|#commitment|#gossip|#news|#update|#latest|#headline|#breaking|#vlog|#youtube|#video|#exclusive|#footage|#interview|#insider|#scoop|#paparazzi|#stalkers|#privacy|#boundaries|#fans|#singer|#songwriter|#music|#broadway|#actor|#theater|#performingarts,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 21:00:10
ROYAL TIPS,UCyH0IwCXm3dUxr_JWRBKqCg,1694613993.0,JOSH ALLEN Is Surprised At Taylor Swift and Travis Kelce New Romance.,"JOSH ALLEN Is Surprised At Taylor Swift and Travis Kelce New Romance. #taylorswift #traviskelce
#newromance",22,171,0,3,,https://i.ytimg.com/vi/AlI_TQD7y5c/hqdefault.jpg,Taylor Swift|Travis Kelce|POP SUGAR,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 14:06:33
La Mordida,UCZivnkUQz_UabCmDoH8KkQQ,1694659339.0,TAYLOR SWIFT ESTÁ SALIENDO CON TRAVIS KELCE #taylorswift #traviskelce #nfl #shorts,"Únete a nuestras redes sociales 🤩
📲Instagram: https://www.instagram.com/lamordidapa/
📲TikTok: https://www.tiktok.com/@lamordidapa
📲Twitter: https://twitter.com/lamordidapa",24,158,0,2,,https://i.ytimg.com/vi/CaNha03_wP4/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 02:42:19
 SH News German,UCu7hb6-cmtZjg2ezbx_zTcw,1694626551.0,Er ist Fan: Datet Taylor Swift doch NFL-Star Travis Kelce? #germany #shorts | SH News German,"Er ist Fan: Datet Taylor Swift doch NFL-Star Travis Kelce? #germany #shorts | SH News German

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

Subscribe: https://www.youtube.com/channel/UCu7hb6-cmtZjg2ezbx_zTcw

For more news go to: https://www.youtube.com/@SH_News/videos
Follow SH News German on social media:

►Facebook: https://www.facebook.com/profile.php?id=100094689127325
►Instagram: https://www.instagram.com/sh_news_german/

Für Videos in deutscher Sprache besuchen Sie:nssolanki63521@gmail.com

#Breaking #BreakingNews #germany #deutschland #berlin  #photography #nature #instagood #usa #france #europe #italy #instagram #photooftheday #picoftheday #hamburg #canada #follow #like #n #s #spain #fashion #bayern #london #ig #art #bhfyp",22,129,0,2,,https://i.ytimg.com/vi/ydrKtXbJ4XU/hqdefault.jpg,,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 17:35:51
Kevin Kietzman Has Issues,UCbvj3N_LeY2q0XD8OH-8iqQ,1694633646.0,"Chris Jones Loses Big, Kelce & Taylor Swift, NFL Eyes Owning College Football, Impeachment Inquiry F","Source:
https://www.podbean.com/eau/pb-zqumc-14a5416

   If the reports from ESPN are accurate, Chris Jones lost big from his holdout with the Chiefs.  Really big.  He got no raise, some crazy hard to reach incentives and lost $3.6 million sitting out.  Oh, and the Chiefs can now franchise tag him next year.  This was insane.
    According to Page Six in New York, Travis Kelce has been ""hanging out"" with Taylor Swift.  Oh, boy, Jessica is not happy with this at all.
   Sports Biz Journal reports multiple sources saying the NFL wants to dissolve the NCAA and take over as owner and operator of college football.  This plan will cut out at least 20 schools currently considered in Power Conferences.
   Kevin McCarthy has such a dull way about him that the Speaker's announcement of an impeachment inquiry in Joe Biden just fell flat.
   The fugitive in Pennsylvania is caught after two weeks... did you know this killer was in America illegally?
   And a Wisconsin bar that is home to Packers fans became a Jets hating bar after Aaron Rodgers switched green.  They offered a crazy promotion for free drinks when the Jets lose and Packers fans were drinking like crazy for three hours Monday night.  Until they had to pay up.",24,113,0,1,,https://i.ytimg.com/vi/riMkmYXXdfc/hqdefault.jpg,podbean,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 19:34:06
Must Know News Now,UCTSUzLtJmofV3-xpqBp8CIQ,1694673626.0,Taylor Swift dating Travis Kelce OMG!,"Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.

Must Know News Now
@mustknownewsnow
Follow on Youtube, IG, TikTok and Facebook

Email: mustknownewsnow@gmail.com",24,24,0,0,,https://i.ytimg.com/vi/SdTcI-7tEfo/hqdefault.jpg,Taylor Swift dating Travis Kelce OMG!|Taylor Swift|Travis Kelce,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-14 06:40:26
Real News,UChvVgnO7Nd4kNGZqkIJ_5ZA,1694612734.0,Taylor Swift is reportedly ‘hanging out’ with NFL star Travis Kelce,"Taylor Swift and NFL star Travis Kelce have reportedly been seeing each other for a few weeks.The “Cruel Summer” songstress and the hunky football player allegedly linked up after Kelce tried — and failed — to give Swift his phone number at one of her recent Eras Tour concerts, according to the Messenger.“Taylor and Travis have been quietly hanging out,” an insider told the outlet. “She saw him when she was in NYC a few weeks ago.”Reps for Kelce and Swift, both 33, did not immediately return Page Six’s request for comment. Although neither star has directly addressed the romance rumors, Kelce confirmed that he was recently in New York during the Aug. 31 episode of his “New Heights” podcast.  When brother Jason Kelce asked what he had been up to on his week off, the Kansas City Chiefs tight end tried to play coy about his whereabouts. “What did I do?” Travis mused. “I can’t remember. I don’t think I did much.” Yet when pressed by his older brother, Travis admitted that he “disappeared.”“I think I was up in New York,” he added, before quickly changing the subject.",22,22,0,0,,https://i.ytimg.com/vi/j2c-x4AatQA/hqdefault.jpg,travis kelce|taylor swift travis kelce dating|taylor swift|taylor swift and travis kelce|taylor swift travis kelce|travis kelce taylor swift|taylor swift travis|travis kelce net worth|taylor swift gifts tour staff|taylor swift songs|travis kelce white house|weighing in on travis kelce-taylor swift|travis kelce-taylor swift|travis kelce snl|travis kelce highlights|travis kelce white house podium|taylor swift gives tour staff bonus,2023-11-28 17:17:59.687103,2,2023-09-13,2023-09-13 13:45:34
Shallon Lester,UCygmWL3k4EpxBmWGGBs5ldw,1694725351.0,TAYLOR SWIFT HANGING OUT WITH TRAVIS KELCE? How To Date Outside Your Type! | Shallon Lester,"🐶DONATE TO SENIOR DOGS! 🐶https://www.whisperingwillowsseniordogsanctuary.com/
PayPal: https://bit.ly/43uP8i1
Venmo: https://bit.ly/3qD1YMP
CashApp: https://bit.ly/467Mktc

👑 JOIN THE SHALLONTOURAGE: GET TEXTS FROM ME! 👑https://hdly.me/shallon
 Save 25% with code SHALLON25


TAYLOR SWIFT HANGING OUT WITH TRAVIS KELCE? How To Date Outside Your Type! | Shallon Lester @TaylorSwift @NFL @KansasCityChiefs 
 
 #taylorswift #traviskelce 
#shallonlester  

💜 Listen To My Podcast: 
     Apple: https://apple.co/2YxmmeA
     Spotify: https://spoti.fi/335AdMt

🔥SHOP SLXO CLOTHING 🔥https://bit.ly/3INA1GT
💋 GET A CUSTOM VIDEO (US) 💋 https://www.cameo.com/shallonxo
💋 GET A CUSTOM VIDEO (UK, AUS, CANADA) 💋https://bit.ly/3rVQenl

💜 Subscribe: http://bit.ly/2YzOtJV  
💜 Follow On Insta: http://bit.ly/2YmMQnR
💜 Follow on TikTok: https://bit.ly/3EMtGJ9


💜 Watch More Shallon Lester💜
Latest Uploads: http://bit.ly/31jN8cg
⭐Kardashian Psychology:  http://bit.ly/31nX2cR
⭐Confidence & Body Image: http://bit.ly/2SYo87c
⭐The Truth About Taylor Swift: http://bit.ly/2T7zkyx
⭐Gigi & Bella Hadid: http://bit.ly/2Ti93NX
⭐College Dating & More: http://bit.ly/2ZqfAIP
⭐Players & F**kboys: http://bit.ly/2SY8cSF
⭐The Truth About Shawn Mendes: http://bit.ly/2ZC04ti
 
💜About Shallon Lester💜
CELEB GOSSIP AND LOVE LESSONS! 

Got a love, dating or friendship question? You've come to the right place! I'm Shallon Lester, a two-time published author, NYC magazine editor and star of Howcast's viral kissing videos. I spill the tea on celebs like Kylie Jenner, the Kardashians, Beyonce, Shawn Mendes, Justin Bieber, Hailey Baldwin, Rihanna and more, breaking down their relationships, scandals and psychology to see what lessons WE can learn, and give you no-nonsense advice and real-world tips on everything from dating apps and players, to family and friends!",24,46220,446,1241,,https://i.ytimg.com/vi/leeNx_QNwFI/hqdefault.jpg,shallon lester|shallon|shallonxo|kim kardashian|kardashians|kylie jenner|dating|advice|dating advice|gossip|red carpet|celebrity news|celebrity gossip|taylor swift|travis kelce|taylor swift eras tour|eras tour|taylor swift eras|catching kelce|nfl|nfl wags|nfl wag|mtv vma 2023|vmas,2023-11-28 17:17:59.687103,3,2023-09-14,2023-09-14 21:02:31
